key,owner,repo,crate_names,status,attempts,last_error,last_attempt_ts
logankeenan/axum-cloudflare-adapter,logankeenan,axum-cloudflare-adapter,axum-cloudflare-adapter-macros,success,1,,2025-11-28T04:39:50Z
logix-tool/logix-vfs,logix-tool,logix-vfs,logix-vfs,failed,2,git clone failed: Cloning into 'repos/logix-tool/logix-vfs'... | remote: Invalid username or token. Password authentication is not supported for Git operations. | fatal: Authentication failed for 'https://github.com/logix-tool/logix-vfs.git/',2025-11-20T01:06:35Z
loonghao/rez-next,loonghao,rez-next,rez-next-build,pending,0,,
loopholelabs/scale-signature-http,loopholelabs,scale-signature-http,scale_signature_http,failed,1,git clone failed: Cloning into 'repos/loopholelabs/scale-signature-http'... | remote: Repository not found. | fatal: repository 'https://github.com/loopholelabs/scale-signature-http.git/' not found,2025-11-28T04:39:22Z
lostmsu/pink-trombone,lostmsu,pink-trombone,pink-trombone,success,1,,2025-11-20T00:48:39Z
lovesh/signature-schemes,lovesh,signature-schemes,bls_acml,pending,0,,
lowlevl/assh,lowlevl,assh,assh-channel,pending,0,,
lpc-rs/lpc-pac,lpc-rs,lpc-pac,lpc845-pac,pending,0,,
lpenz/andex,lpenz,andex,andex,success,1,,2025-11-28T04:41:47Z
lpenz/sqrid,lpenz,sqrid,sqrid,success,1,,2025-11-20T00:46:27Z
lperlaki/mmut-rs,lperlaki,mmut-rs,mmut,pending,0,,
lryong/shortuuid,lryong,shortuuid,shortuuid,success,1,,2025-11-20T00:46:23Z
lryong/timediff,lryong,timediff,timediff,success,1,,2025-11-20T00:40:11Z
ltabis/rhai-autodocs,ltabis,rhai-autodocs,rhai-autodocs,pending,0,,
ltpp-universe/http-response,ltpp-universe,http-response,http-response,pending,0,,
lucidscape/libovr-rs,lucidscape,libovr-rs,libovr,pending,0,,
luhanzhen/xcsp3-rust,luhanzhen,xcsp3-rust,xcsp3-rust,pending,0,,
luketestorg/testrepo,luketestorg,testrepo,testrepo,success,1,,2025-11-20T00:44:03Z
luketpeterson/fast-slice-utils,luketpeterson,fast-slice-utils,fast-slice-utils,pending,0,,
lume-lang/architect,lume-lang,architect,lume_architect_derive,success,1,,2025-11-28T04:38:50Z
lunatic-solutions/lunatic,lunatic-solutions,lunatic,lunatic-stdout-capture,pending,0,,
lunatic-solutions/lunatic-rs,lunatic-solutions,lunatic-rs,lunatic-twitchax-patch,pending,0,,
lupyuen/nuttx-pr-bot,lupyuen,nuttx-pr-bot,nuttx-pr-bot,pending,0,,
lvendrame/fosk,lvendrame,fosk,fosk,pending,0,,
lvillis/init-rs,lvillis,init-rs,init-rs,pending,0,,
lxl66566/audio-loudness-batch-normalize,lxl66566,audio-loudness-batch-normalize,audio-loudness-batch-normalize,pending,0,,
lxl66566/fuck-backslash,lxl66566,fuck-backslash,fuck-backslash,success,1,,2025-11-28T04:41:37Z
lylythechosenone/vmem,lylythechosenone,vmem,vmem,success,1,,2025-11-20T00:46:46Z
lyonsyonii/run,lyonsyonii,run,runfile,pending,0,,
m-ou-se/bifid,m-ou-se,bifid,bifid,success,1,,2025-11-28T04:38:48Z
m-rinaldi/small_vec,m-rinaldi,small_vec,small_vec,success,1,,2025-11-28T04:39:17Z
m1guelpf/whisper-cli-rs,m1guelpf,whisper-cli-rs,whisper_cli,success,1,,2025-11-28T04:40:52Z
m42e/ms-teams-ws,m42e,ms-teams-ws,ms-teams-ws,success,1,,2025-11-28T04:38:36Z
m4b/faerie,m4b,faerie,faerie,pending,0,,
mackwic/colored,mackwic,colored,colored,success,1,,2025-11-28T04:37:57Z
macprog-guy/postgres-notify,macprog-guy,postgres-notify,postgres-notify,pending,0,,
macthestack/jwkrs,macthestack,jwkrs,jwkrs,success,1,,2025-11-28T04:39:15Z
mad4j/rusted-datetag,mad4j,rusted-datetag,datetag,success,1,,2025-11-28T04:40:57Z
madhavajay/icaros,madhavajay,icaros,icaros,pending,0,,
madsmtm/objc2,madsmtm,objc2,"objc2-exception-helper,objc2-cloud-kit",success,1,,2025-11-20T00:33:34Z
maebli/m-bus-parser,maebli,m-bus-parser,m-bus-parser-cli,success,1,,2025-11-28T04:39:19Z
magicblock-labs/ephemeral-validator,magicblock-labs,ephemeral-validator,magicblock-magic-program-api,pending,0,,
magiclen/lrc,magiclen,lrc,lrc,pending,0,,
magiclen/rocket-include-static-resources,magiclen,rocket-include-static-resources,rocket-include-static-resources,success,1,,2025-11-20T00:33:06Z
magnet/aspect-rs,magnet,aspect-rs,aspect-weave,success,1,,2025-11-20T00:38:55Z
magnusmanske/mediawiki_rust,magnusmanske,mediawiki_rust,mediawiki,success,1,,2025-11-20T00:33:19Z
mahkoh/linearize,mahkoh,linearize,linearize-derive,success,1,,2025-11-28T04:39:23Z
maidsafe/transport,maidsafe,transport,transport,success,1,,2025-11-28T04:38:53Z
makepad/makepad,makepad,makepad,makepad-futures,success,1,,2025-11-28T04:39:33Z
malbarbo/fera,malbarbo,fera,fera-array,pending,0,,
maliput/maliput-rs,maliput,maliput-rs,maliput,success,1,,2025-11-20T00:53:09Z
malthesr/sfs,malthesr,sfs,sfs-cli,pending,0,,
manishearth/oreutils,manishearth,oreutils,oreutils,success,1,,2025-11-28T04:39:51Z
mankeywitz/gc-image,mankeywitz,gc-image,gc-image,pending,0,,
mapkts/nightwatch,mapkts,nightwatch,nightwatch,failed,2,git clone failed: Cloning into 'repos/mapkts/nightwatch'... | remote: Repository not found. | fatal: repository 'https://github.com/mapkts/nightwatch.git/' not found,2025-11-20T01:06:36Z
marat0n/yerevan.rs,marat0n,yerevan.rs,yerevan,pending,0,,
marc2332/skia-plotters-backend,marc2332,skia-plotters-backend,skia-plotters-backend,success,1,,2025-11-28T04:41:42Z
marcerhans/transitions,marcerhans,transitions,transitions,success,1,,2025-11-28T04:39:02Z
marcianx/downcast-rs,marcianx,downcast-rs,downcast-rs,success,1,,2025-11-20T00:32:31Z
marcoradocchia/microxdg,marcoradocchia,microxdg,microxdg,success,1,,2025-11-20T00:35:16Z
marius851000/pmdtranslate,marius851000,pmdtranslate,translatepmd,success,1,,2025-11-28T04:41:36Z
mark-burnett/yaaf,mark-burnett,yaaf,yaaf,pending,0,,
markcatley/sharesight.rs,markcatley,sharesight.rs,sharesight-types,success,1,,2025-11-28T04:39:22Z
marktoda/changebase,marktoda,changebase,changebase,pending,0,,
markusmoenig/RPU,markusmoenig,RPU,rpuc,success,1,,2025-11-28T04:39:31Z
marshallpierce/rust-base64,marshallpierce,rust-base64,base64,success,1,,2025-11-28T04:37:32Z
martin-kolarik/pdf2pwg,martin-kolarik,pdf2pwg,pdf2pwg,success,1,,2025-11-30T03:49:55Z
martin-olivier/embin,martin-olivier,embin,embin,pending,0,,
mastapegs/pokeapi-workspace,mastapegs,pokeapi-workspace,pokeapi_types,success,1,,2025-11-28T04:39:11Z
mathematic-inc/addr-spec-rs,mathematic-inc,addr-spec-rs,addr-spec,success,1,,2025-11-20T00:47:42Z
matheusdiasdesouzads/rust-fb,matheusdiasdesouzads,rust-fb,rust-fb,failed,1,git clone failed: Cloning into 'repos/matheusdiasdesouzads/rust-fb'... | remote: Repository not found. | fatal: repository 'https://github.com/matheusdiasdesouzads/rust-fb.git/' not found,2025-11-28T04:39:03Z
mathias-vandaele/osrm-binding,mathias-vandaele,osrm-binding,osrm-binding,success,1,,2025-11-20T00:52:47Z
matklad/once_cell,matklad,once_cell,once_cell,success,1,,2025-11-28T04:38:12Z
matklad/xaction,matklad,xaction,xaction,pending,0,,
matrix-org/matrix-authentication-service,matrix-org,matrix-authentication-service,mas-jose,pending,0,,
matrix-org/matrix-rust-sdk,matrix-org,matrix-rust-sdk,matrix-sdk,success,1,,2025-11-28T04:40:27Z
matsadler/magnus,matsadler,magnus,magnus,pending,0,,
matter-labs/era-consensus,matter-labs,era-consensus,zksync_consensus_crypto,success,1,,2025-11-28T04:40:20Z
matter-labs/zksync-crypto,matter-labs,zksync-crypto,franklin-crypto,pending,0,,
matter-labs/zksync-era,matter-labs,zksync-era,"zksync_da_dispatcher,zksync_tee_verifier",success,1,,2025-11-20T00:52:11Z
mattfbacon/static-router,mattfbacon,static-router,static-router-macros,success,1,,2025-11-20T00:52:53Z
matthewoestreich/liblas,matthewoestreich,liblas,liblas,pending,0,,
matthiasbeyer/imag,matthiasbeyer,imag,libimagentryref,failed,2,git clone failed: Cloning into 'repos/matthiasbeyer/imag'... | remote: Invalid username or token. Password authentication is not supported for Git operations. | fatal: Authentication failed for 'https://github.com/matthiasbeyer/imag.git/',2025-11-20T01:06:32Z
mattjperez/waza,mattjperez,waza,waza,failed,1,git clone failed: Cloning into 'repos/mattjperez/waza'... | remote: Repository not found. | fatal: repository 'https://github.com/mattjperez/waza.git/' not found,2025-11-28T04:38:44Z
mattngaw/enpassant,mattngaw,enpassant,enpassant,pending,0,,
mattrobineau/planif,mattrobineau,planif,planif,success,1,,2025-11-20T00:39:24Z
mattsse/archiveis-rs,mattsse,archiveis-rs,archiveis,pending,0,,
maulanasdqn/zod-rs,maulanasdqn,zod-rs,zod-rs-util,success,1,,2025-11-20T00:40:09Z
mauricelam/btsnoop-extcap,mauricelam,btsnoop-extcap,btsnoop-extcap,pending,0,,
mavlink/rust-mavlink,mavlink,rust-mavlink,mavlink-core,success,1,,2025-11-20T00:57:51Z
maxgiraud/alloy-ephemeral-lens,maxgiraud,alloy-ephemeral-lens,alloy-ephemeral-lens,success,1,,2025-11-28T04:38:57Z
mayant15/bottleos,mayant15,bottleos,bottleos,success,1,,2025-11-28T04:39:11Z
mbecker20/resolver_api,mbecker20,resolver_api,resolver_api,success,1,,2025-11-20T00:53:08Z
mcarton/rust-derivative,mcarton,rust-derivative,derivative,success,1,,2025-11-28T04:37:43Z
mcasper/git-clean,mcasper,git-clean,git-clean,pending,0,,
mcfranko/randomx-bindings,mcfranko,randomx-bindings,randomx-bindings,success,1,,2025-11-20T00:46:25Z
mcrepeau/cubehash,mcrepeau,cubehash,cubehash,pending,0,,
mcy/strings,mcy,strings,ilex,pending,0,,
mdsauce/shelper,mdsauce,shelper,shelper,failed,1,git clone failed: Cloning into 'repos/mdsauce/shelper'... | remote: Repository not found. | fatal: repository 'https://github.com/mdsauce/shelper.git/' not found,2025-11-28T04:40:54Z
mdsteele/rust-ico,mdsteele,rust-ico,ico,success,1,,2025-11-28T04:40:25Z
medcat/under,medcat,under,under,pending,0,,
media-io/rust-ffmpeg-sys,media-io,rust-ffmpeg-sys,stainless-ffmpeg-sys,success,1,,2025-11-28T04:39:06Z
mediar-ai/uni-ocr,mediar-ai,uni-ocr,uni-ocr,failed,2,git clone failed: Cloning into 'repos/mediar-ai/uni-ocr'... | remote: Invalid username or token. Password authentication is not supported for Git operations. | fatal: Authentication failed for 'https://github.com/mediar-ai/uni-ocr.git/',2025-11-20T01:06:35Z
meh/rust-lzma,meh,rust-lzma,lzma,pending,0,,
memflow/memflow,memflow,memflow,memflow-derive,success,1,,2025-11-20T00:40:38Z
memflow/memflowup,memflow,memflowup,memflowup,success,1,,2025-11-28T04:41:50Z
mengyou658/bitwrap,mengyou658,bitwrap,bitwrap_extra,success,1,,2025-11-20T00:42:55Z
mentebinaria/dz6,mentebinaria,dz6,dz6,pending,0,,
mesalock-linux/brpc-rs,mesalock-linux,brpc-rs,brpc-protoc-plugin,success,1,,2025-11-28T04:40:44Z
messense/unidiff-rs,messense,unidiff-rs,unidiff,success,1,,2025-11-28T04:40:22Z
metafetish/lovesense-rs,metafetish,lovesense-rs,lovesense,success,1,,2025-11-28T04:38:59Z
metaplex-foundation/metaplex,metaplex-foundation,metaplex,gpl-metaplex-token-vault,pending,0,,
metio/kube-custom-resources-rs,metio,kube-custom-resources-rs,"kcr_api_kubemod_io,kcr_secrets_store_csi_x_k8s_io",success,1,,2025-11-28T04:40:42Z
metrics-rs/metrics,metrics-rs,metrics,metrics-facade,pending,0,,
mexus/cargo-single-line,mexus,cargo-single-line,cargo-single-line,success,1,,2025-11-28T04:41:00Z
mfreeborn/ag-grid-rs,mfreeborn,ag-grid-rs,ag-grid-rs,pending,0,,
mfwre/rsincron,mfwre,rsincron,rsincrond,success,1,,2025-11-20T00:40:08Z
mgautierfr/rustest,mgautierfr,rustest,rustest-fixtures,pending,0,,
mhlakhani/jobby,mhlakhani,jobby,jobby,success,1,,2025-11-28T04:41:40Z
miathedev/defmt-tcp,miathedev,defmt-tcp,defmt-tcp,success,1,,2025-11-20T00:35:17Z
mibes/couch-rs,mibes,couch-rs,couch_rs_derive,pending,0,,
michaelangeloio/does-it-throw,michaelangeloio,does-it-throw,does-it-throw-wasm,success,1,,2025-11-20T00:34:11Z
mickvangelderen/time-local,mickvangelderen,time-local,time-local,success,1,,2025-11-28T04:40:37Z
micouy/ising_lib,micouy,ising_lib,ising_lib,success,1,,2025-11-20T00:52:56Z
micro-rust/nrf24radio,micro-rust,nrf24radio,nrf24radio,pending,0,,
microagents/tryparse,microagents,tryparse,tryparse-derive,success,1,,2025-11-20T00:34:57Z
microsoft/Foundry-Local,microsoft,Foundry-Local,foundry-local,success,1,,2025-11-28T04:39:02Z
microsoft/lepton_jpeg_rust,microsoft,lepton_jpeg_rust,lepton_jpeg,success,1,,2025-11-20T00:48:36Z
microsoft/mu_rust_helpers,microsoft,mu_rust_helpers,mu_uefi_guid,success,1,,2025-11-20T00:52:52Z
microsoft/tracelogging,microsoft,tracelogging,tracelogging_dynamic,success,1,,2025-11-28T04:41:00Z
microsoft/windows-rs,microsoft,windows-rs,winpty-rs-windows-version,success,1,,2025-11-20T00:46:22Z
miek/ru5102,miek,ru5102,ru5102,success,1,,2025-11-28T04:39:07Z
migmedia/allowance,migmedia,allowance,allowance,pending,0,,
mike-lloyd03/rudric,mike-lloyd03,rudric,rudric,pending,0,,
mikeleppane/visualvault,mikeleppane,visualvault,chamber-ui,success,1,,2025-11-28T04:40:08Z
milkey-mouse/openpty,milkey-mouse,openpty,openpty,success,1,,2025-11-28T04:40:16Z
mimblewimble/grin-wallet,mimblewimble,grin-wallet,grin_wallet_libwallet,success,1,,2025-11-28T04:39:52Z
mindstorm38/wg-toolkit-rs,mindstorm38,wg-toolkit-rs,wg-toolkit,success,1,,2025-11-20T00:53:09Z
mines-oceanography/mantaray,mines-oceanography,mantaray,mantaray,success,1,,2025-11-28T04:41:33Z
minghu6/rust-m6coll,minghu6,rust-m6coll,m6arr,success,1,,2025-11-28T04:39:24Z
minghuaw/fe2o3-amqp,minghuaw,fe2o3-amqp,fe2o3-amqp-ext,pending,0,,
mingyang91/huawei-cloud-api-definitions,mingyang91,huawei-cloud-api-definitions,huawei-cloud-api-definitions-TICS,success,1,,2025-11-20T00:39:02Z
miniex/umjunsik-lang-lamina,miniex,umjunsik-lang-lamina,umjunsik,pending,0,,
minikit/minikit,minikit,minikit,minikit,pending,0,,
minioin/activities,minioin,activities,activities,pending,0,,
miraland-labs/miraland,miraland-labs,miraland,miraland-entry,success,1,,2025-11-28T04:39:15Z
misaka10987/interva,misaka10987,interva,interva,success,1,,2025-11-20T00:37:59Z
miscreant/minclib,miscreant,minclib,minclib,failed,1,git clone failed: Cloning into 'repos/miscreant/minclib'... | remote: Repository not found. | fatal: repository 'https://github.com/miscreant/minclib.git/' not found,2025-11-28T04:41:08Z
miscreant/miscreant.rs,miscreant,miscreant.rs,miscreant-aes-v05,success,1,,2025-11-20T00:52:51Z
mishamsk/sas-lexer,mishamsk,sas-lexer,sas-lexer,pending,0,,
mistydemeo/libcue.rs,mistydemeo,libcue.rs,cue-sys,success,1,,2025-11-20T00:35:36Z
mitsuhiko/insta,mitsuhiko,insta,insta,success,1,,2025-11-28T04:38:29Z
mitsuhiko/self-replace,mitsuhiko,self-replace,self-replace,pending,0,,
mizchi/similarity,mizchi,similarity,similarity-py,pending,0,,
mizunashi-mana/activitist,mizunashi-mana,activitist,activitist,success,1,,2025-11-28T04:39:58Z
mjkillough/sioctl-rs,mjkillough,sioctl-rs,sndio-sys,pending,0,,
mkapra/simpleshell,mkapra,simpleshell,simpleshell,pending,0,,
mkawalec/deluge,mkawalec,deluge,deluge,pending,0,,
mkeeter/fidget,mkeeter,fidget,fidget-gui,pending,0,,
mlund/interatomic,mlund,interatomic,interatomic,pending,0,,
mmastrac/rust-ctor,mmastrac,rust-ctor,ctor,success,1,,2025-11-28T04:38:33Z
modal-labs/tokio-par-util,modal-labs,tokio-par-util,tokio-par-util,pending,0,,
modor-engine/modor-crate-reservation,modor-engine,modor-crate-reservation,"modor_picking,modor_text",success,1,,2025-11-28T04:38:58Z
modrpc-org/modrpc,modrpc-org,modrpc,modrpc,success,1,,2025-11-28T04:38:54Z
modtk/expect_soft,modtk,expect_soft,expect_soft,pending,0,,
monumexyz/libmonero,monumexyz,libmonero,libmonero,success,1,,2025-11-30T03:49:55Z
moritz-hoelting/shulkerbox,moritz-hoelting,shulkerbox,shulkerbox,success,1,,2025-11-20T00:52:48Z
moriyoshi-kasuga/local-fmt,moriyoshi-kasuga,local-fmt,local-fmt-macros-internal,success,1,,2025-11-20T00:41:10Z
morphytron/okapi-response-macro,morphytron,okapi-response-macro,okapi-response-mac,pending,0,,
morr0ne/hyprland-ipc,morr0ne,hyprland-ipc,hyprland-ipc,pending,0,,
mostlymaxi/mmap-wrapper,mostlymaxi,mmap-wrapper,mmap-wrapper,success,1,,2025-11-28T04:40:46Z
moustacheful/glimmer,moustacheful,glimmer,glimmer,success,1,,2025-11-28T04:39:26Z
mozalmic/smarterr,mozalmic,smarterr,smarterr,success,1,,2025-11-28T04:39:16Z
mpj-chandler/rust-matrix,mpj-chandler,rust-matrix,rust-matrix,success,1,,2025-11-20T00:40:10Z
mrMiiao/six,mrMiiao,six,libsix,failed,1,git clone failed: Cloning into 'repos/mrMiiao/six'... | remote: Repository not found. | fatal: repository 'https://github.com/mrMiiao/six.git/' not found,2025-11-28T04:38:40Z
mre/tinysearch,mre,tinysearch,tinysearch,success,1,,2025-11-20T00:52:53Z
mrmekon/hn-rs,mrmekon,hn-rs,hn,pending,0,,
mrteesoft/unitx,mrteesoft,unitx,unitx-api,failed,2,git clone failed: Cloning into 'repos/mrteesoft/unitx'... | remote: Invalid username or token. Password authentication is not supported for Git operations. | fatal: Authentication failed for 'https://github.com/mrteesoft/unitx.git/',2025-11-20T01:06:34Z
mrtnvgr/easytcp,mrtnvgr,easytcp,easytcp,pending,0,,
mrtnvgr/oxidec,mrtnvgr,oxidec,oxidec,pending,0,,
mstallmo/aperature,mstallmo,aperature,aperature,pending,0,,
mstange/profiler-symbol-server,mstange,profiler-symbol-server,profiler-symbol-server,success,1,,2025-11-20T00:33:20Z
msyksphinz-self/softfloat-sys-riscv,msyksphinz-self,softfloat-sys-riscv,softfloat-wrapper-riscv,success,1,,2025-11-20T00:32:37Z
mtphil/maxmind_geo_ip2,mtphil,maxmind_geo_ip2,maxmind_geo_ip2,success,1,,2025-11-20T00:33:41Z
mudssky/mudssky_utils,mudssky,mudssky_utils,mudssky_utils,success,1,,2025-11-28T04:41:41Z
mufeedvh/code2prompt,mufeedvh,code2prompt,code2prompt,pending,0,,
multiversx/mx-sdk-rs,multiversx,mx-sdk-rs,multiversx-wegld-swap-sc,success,1,,2025-11-20T00:41:54Z
munich-quantum-toolkit/naviz,munich-quantum-toolkit,naviz,naviz-video,success,1,,2025-11-28T04:38:42Z
murarth/assert_matches,murarth,assert_matches,assert_matches,success,1,,2025-11-28T04:37:35Z
mvines/rust-jup-ag,mvines,rust-jup-ag,jup-ag,pending,0,,
mvniekerk/microchip-tc72-rs,mvniekerk,microchip-tc72-rs,microchip-tc72r-rs,success,1,,2025-11-28T04:40:06Z
mwcproject/mwc-node,mwcproject,mwc-node,cs_mwc,pending,0,,
mwcproject/rust-bch,mwcproject,rust-bch,cs_mwc-bch,pending,0,,
mwesterm/srtm_embedded,mwesterm,srtm_embedded,srtm-embedded,pending,0,,
mwien/CIfly,mwien,CIfly,cifly,success,1,,2025-11-20T00:52:50Z
mwlon/pcodec,mwlon,pcodec,q_compress,success,1,,2025-11-20T00:38:17Z
mwylde/loopers,mwylde,loopers,loopers-engine,success,1,,2025-11-28T04:40:04Z
mxpv/rps,mxpv,rps,rps,pending,0,,
mxxo/plutonium,mxxo,plutonium,plutonium,success,1,,2025-11-28T04:39:23Z
mycrl/hylarana,mycrl,hylarana,hylarana,pending,0,,
myrrlyn/tap,myrrlyn,tap,tap,success,1,,2025-11-20T00:52:19Z
mystenlabs/mysten-infra,mystenlabs,mysten-infra,mysten-network,pending,0,,
mystenlabs/sui-rust-sdk,mystenlabs,sui-rust-sdk,sui-crypto,success,1,,2025-11-20T00:38:19Z
myyrakle/cabbage_collector,myyrakle,cabbage_collector,cabbage_collector,success,1,,2025-11-20T00:53:08Z
myyrakle/clockpipe,myyrakle,clockpipe,clockpipe,pending,0,,
mzdk100/compo-window,mzdk100,compo-window,compo-window,pending,0,,
mzyui/weavetui,mzyui,weavetui,weavetui_derive,success,1,,2025-11-28T04:40:59Z
nabbisen/findtext-sheet-rs,nabbisen,findtext-sheet-rs,findtext_sheet,pending,0,,
nabijaczleweli/rust-embed-resource,nabijaczleweli,rust-embed-resource,embed-resource,pending,0,,
nagisa/rust_libloading,nagisa,rust_libloading,libloading,success,1,,2025-11-28T04:38:34Z
naia-lib/naia,naia-lib,naia,naia-hecs-server,success,1,,2025-11-20T00:33:39Z
namada-net/masp,namada-net,masp,masp_note_encryption,pending,0,,
nannou-org/nannou_audio,nannou-org,nannou_audio,nannou_audio,success,1,,2025-11-28T04:39:57Z
napi-rs/napi-rs,napi-rs,napi-rs,yuuang-test-napi,success,1,,2025-11-28T04:38:57Z
natefduncan/excel-emulator,natefduncan,excel-emulator,excel-emulator,success,1,,2025-11-28T04:40:07Z
nathanbabcock/hypetrigger,nathanbabcock,hypetrigger,hypetrigger,failed,2,git clone failed: Cloning into 'repos/nathanbabcock/hypetrigger'... | remote: Repository not found. | fatal: repository 'https://github.com/nathanbabcock/hypetrigger.git/' not found,2025-11-20T01:06:36Z
nathansizemore/lsb_release,nathansizemore,lsb_release,lsb_release,pending,0,,
nazar-pc/h264-profile-level-id,nazar-pc,h264-profile-level-id,h264-profile-level-id,success,1,,2025-11-28T04:40:18Z
nazar-pc/side-futures,nazar-pc,side-futures,side-futures,success,1,,2025-11-20T00:42:55Z
nazo6/rktk,nazo6,rktk,rktk-drivers-rp,pending,0,,
nbigaouette/gitlab-api-rs,nbigaouette,gitlab-api-rs,gitlab-api,pending,0,,
nbittich/adana,nbittich,adana,adana-script,pending,0,,
ndebuhr/sim,ndebuhr,sim,sim_derive,success,1,,2025-11-20T00:49:18Z
near/borsh-rs,near,borsh-rs,borsh,success,1,,2025-11-28T04:38:10Z
near/nearcore,near,nearcore,near-vm-types,pending,0,,
nebiolabs/bamslice,nebiolabs,bamslice,bamslice,success,1,,2025-11-28T04:40:10Z
neckaros/rs-plugin-common-interfaces,neckaros,rs-plugin-common-interfaces,rs-plugin-common-interfaces,success,1,,2025-11-28T04:40:23Z
neeboo/openai-sdk-rs,neeboo,openai-sdk-rs,openai-sdk-rs,success,1,,2025-11-20T00:40:13Z
neeko-cat/spawn-std,neeko-cat,spawn-std,spawn-std-smol-1,pending,0,,
nehu3n/minargs,nehu3n,minargs,minargs,success,1,,2025-11-28T04:39:00Z
neil-crago/moma_simulation_engine,neil-crago,moma_simulation_engine,moma_simulation_engine,success,1,,2025-11-30T03:49:29Z
neo4j-labs/neo4rs,neo4j-labs,neo4rs,neo4rs,success,1,,2025-11-28T04:41:52Z
neodsp/audio-blocks,neodsp,audio-blocks,audio-blocks,success,1,,2025-11-28T04:41:43Z
neoncitylights/arxiv,neoncitylights,arxiv,arxiv,pending,0,,
neonphog/one_err,neonphog,one_err,one_err,pending,0,,
nerdai/llms-from-scratch-rs,nerdai,llms-from-scratch-rs,llms-from-scratch-rs,pending,0,,
nes77/fimapi,nes77,fimapi,fimapi,success,1,,2025-11-20T00:40:31Z
neuromorphicsystems/sgp4,neuromorphicsystems,sgp4,sgp4,success,1,,2025-11-20T00:46:40Z
neurons-me/this.audio,neurons-me,this.audio,monadlisa,success,1,,2025-11-20T00:36:06Z
newAM/w5500-rs,newAM,w5500-rs,w5500-https,success,1,,2025-11-28T04:38:57Z
next-hat/nanocl,next-hat,nanocl,nanocl_error,success,1,,2025-11-20T00:46:23Z
next-slide-please/macos-app-nap,next-slide-please,macos-app-nap,macos-app-nap,success,1,,2025-11-20T00:49:10Z
nextjlc/core,nextjlc,core,nextjlc-core,pending,0,,
nguyentri/ra-pac,nguyentri,ra-pac,ra6e2-pac,pending,0,,
nhynes/map_vec,nhynes,map_vec,map_vec,pending,0,,
nical/rust_debug,nical,rust_debug,svg_fmt,success,1,,2025-11-20T00:52:18Z
